11:21:38.815 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.395 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:28:03.395 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:28:03.397 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
11:28:03.410 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.410 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.425 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.425 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.431 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.431 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.437 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.437 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.443 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.443 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.455 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.455 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.462 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.463 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.469 [http-nio-8080-exec-8] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.469 [http-nio-8080-exec-8] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.473 [http-nio-8080-exec-10] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.474 [http-nio-8080-exec-10] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.478 [http-nio-8080-exec-9] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.479 [http-nio-8080-exec-9] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.484 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.484 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.488 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.489 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.494 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.494 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.499 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.499 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.504 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.504 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.510 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.510 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.517 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.518 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.524 [http-nio-8080-exec-8] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.524 [http-nio-8080-exec-8] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.530 [http-nio-8080-exec-10] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.530 [http-nio-8080-exec-10] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.536 [http-nio-8080-exec-9] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.536 [http-nio-8080-exec-9] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.541 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.541 [http-nio-8080-exec-1] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.546 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.546 [http-nio-8080-exec-2] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.551 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.551 [http-nio-8080-exec-3] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.554 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.557 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.557 [http-nio-8080-exec-4] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.562 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.563 [http-nio-8080-exec-5] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.569 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.569 [http-nio-8080-exec-6] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
11:28:03.571 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.572 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.573 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.574 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.574 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.575 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - not found token : class com.usthe.sureness.subject.support.NoneSubject --target processor
11:28:03.575 [restartedMain] WARN  s.d.s.r.o.OperationImplicitParameterReader - Unable to interpret the implicit parameter configuration with dataType: string, dataTypeClass: class java.lang.Void
11:28:03.575 [http-nio-8080-exec-7] INFO  c.e.y.sureness.SurenessFilterExample - this request is illegal
